사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2023-11,5호선,2563,미사,10,1,8345,814,22845,6748,73003,12756,73367,24830,35959,21963,25023,17683,22258,16960,23952,19821,23894,19920,21654,23887,24879,23542,26757,33515,29366,46048,29862,71747,17581,68140,16415,35038,16680,28391,14424,25919,6861,16786,1670,5656,0,0,0,0,0,0
2023-11,5호선,2564,하남풍산,8,0,2130,288,5555,2333,11176,6786,12311,17364,7459,10082,6644,6266,6279,5550,6402,5217,6695,6312,6965,5775,7690,6411,9963,8259,12231,7458,14379,11943,5398,10648,3877,5776,3822,5185,2311,5208,620,3409,142,1305,0,0,0,0,0,0
2023-11,5호선,2565,하남시청(덕풍·신장),24,0,5557,209,12714,4237,29314,6856,26711,15988,17106,9212,13201,9175,12968,8750,13571,8476,12724,11678,11490,10258,12569,14918,15128,16435,15196,17254,15138,25455,8080,22591,6088,12813,5228,12166,3287,11982,1352,6801,275,3217,0,0,0,0,0,0
2023-11,5호선,2566,하남검단산,23,0,3966,12,9910,2808,25322,5138,21222,12106,13216,9514,10314,8435,9339,8057,9947,10175,10123,9585,9518,9344,11251,12203,12671,11136,12733,15268,12337,17484,7126,17889,6282,10720,5300,9494,4190,8599,964,5831,111,2800,0,1,0,0,0,0
2023-11,6호선,2611,응암,39,0,12557,1107,27439,5777,75483,9785,94929,18673,49986,14884,29704,13706,26420,14161,27563,18041,25587,19358,22158,21260,21356,28930,23327,35362,23026,49386,21739,80340,14040,62321,10195,37857,8572,31969,6324,29638,2639,19370,444,5811,0,1,0,0,0,0
2023-11,6호선,2612,역촌,7,1,2548,460,5874,2975,17077,3064,18104,8801,9636,5070,6410,3610,5903,4657,6134,5313,5864,5385,5426,5371,5200,6480,5173,8969,5562,11933,5409,18950,3159,15378,2152,8359,1968,7957,1362,7269,657,4857,84,1515,0,0,0,0,0,0
2023-11,6호선,2613,불광,28,1,1775,675,4643,1881,12646,3748,15046,7821,8384,6960,6367,5641,6898,5992,7473,6125,8097,7419,8480,7266,9972,8157,11059,8805,10149,11023,9899,16410,5645,12204,4810,6848,3982,5716,2281,5805,936,3550,166,1218,0,0,0,0,0,0
2023-11,6호선,2614,독바위,7,2,2567,147,5160,785,14869,1853,14019,3311,7383,2746,4635,3015,3988,2452,4480,2894,3668,3220,3292,3363,3406,4344,3534,5764,3353,7662,2815,12742,1530,10906,1098,6419,941,5391,710,5199,260,3479,68,1239,0,0,0,1,0,0
2023-11,6호선,2615,연신내,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-11,6호선,2616,구산,21,1,6076,178,12111,2237,33055,6319,39448,7021,21660,5759,13716,5095,12551,6555,12789,6863,11477,8064,9756,8446,11202,10880,12496,13702,10918,16173,9510,23180,5901,20590,4627,10915,3847,9941,3697,8526,1192,5329,147,1728,0,0,0,0,0,0
2023-11,6호선,2617,새절(신사),6,0,12403,705,21335,4885,56890,8590,67801,16095,34512,12804,21193,9869,18352,11188,19223,12772,17845,15850,15616,14671,16077,19798,21682,23586,18605,32756,15703,50720,9663,42046,6473,23928,5483,20753,4106,20275,1822,12429,334,4498,0,2,0,0,0,0
2023-11,6호선,2618,증산(명지대앞),23,4,8255,577,16650,3344,41325,5320,51269,11758,28801,9661,17285,8110,14763,9257,15925,10076,14610,12197,12587,12620,12683,15883,13657,20284,13427,28360,12694,43918,7483,34677,5480,20282,4333,19024,3738,17541,1617,10168,263,3470,0,0,0,0,0,0
2023-11,6호선,2619,디지털미디어시티,135,1,6813,3000,17911,12747,54149,30824,59229,73196,33544,33712,19656,12690,16244,11334,16461,13186,15514,14281,13916,14949,16051,17474,21620,24297,36671,34058,49799,54040,21714,38685,11373,23350,9003,21403,11009,19754,3030,11740,699,4834,0,9,0,0,0,0
2023-11,6호선,2620,월드컵경기장(성산),3,0,914,1330,3027,12455,9142,16109,10419,10072,6264,10586,6540,13270,8016,12882,8802,13465,9904,14479,12554,16656,15102,21268,16942,15789,15015,15501,23133,24945,11367,22990,5379,6057,9980,4014,18624,3071,3205,1630,282,505,0,1,0,0,0,0
2023-11,6호선,2621,마포구청,13,2,6743,1660,15133,8352,43420,15501,60241,38359,36610,20678,22827,13830,21351,12888,21279,16692,20779,18093,19213,16161,20556,20559,23097,22681,27826,29869,38007,45441,18791,33975,12644,21832,11935,18946,10941,18908,4249,12092,727,3311,1,0,0,0,0,0
2023-11,6호선,2622,망원,6,0,5842,896,10717,5210,28636,10356,39579,33417,26225,33399,18285,23018,18636,24728,22914,27290,23437,31004,23712,28229,25147,31188,28483,34564,33427,40019,42318,50420,27041,35565,22583,19319,21629,16492,17192,14361,8323,10177,1302,2428,0,0,0,0,0,0
2023-11,6호선,2623,합정,24,0,3843,1400,6421,6840,14667,16617,21422,45927,16430,30981,12620,18253,13915,18989,16085,19891,18734,22286,19999,19882,22488,21635,25161,25869,34450,32287,49515,47791,32884,31080,29263,15579,32401,13002,28050,12801,15301,9370,2590,2617,0,1,0,0,0,0
2023-11,6호선,2624,상수,53,2,4598,1099,6324,3424,10308,7003,14460,25754,10472,35051,8089,22597,8527,18501,11776,20510,13352,22431,14890,19404,17334,18409,22417,21880,28677,27575,31640,38261,22317,24417,21232,15353,24217,12180,23925,11050,16227,8587,3041,2545,0,0,0,0,0,0
2023-11,6호선,2625,광흥창(서강),5,0,3042,1294,8103,5413,21245,15473,29746,35865,18941,22387,13288,12765,13635,10209,14881,11250,12857,11030,13052,11156,14462,12848,15676,13710,23270,17713,30967,26203,15489,18543,9396,11760,8819,10299,6078,10158,2604,6087,368,1835,0,0,0,0,0,0
2023-11,6호선,2626,대흥(서강대앞),1,0,2327,877,5848,4509,16042,15519,23890,41231,15132,21806,10744,20887,11605,14500,15149,14293,16570,18856,14141,13203,16449,14272,24322,16175,29172,20112,28271,27577,14735,17371,13314,10278,13439,9191,12122,9317,4099,6301,605,1715,0,1,0,0,0,0
2023-11,6호선,2627,공덕,141,5,5001,2217,9384,11024,22310,40022,34432,106734,25769,52794,20658,24299,21767,21065,23798,20548,24911,22437,25704,20309,30272,21237,35195,26280,63282,33353,89238,45247,36958,27927,29333,17547,28745,16723,21700,15919,9315,10860,1207,4395,0,68,0,0,0,0
2023-11,6호선,2628,효창공원앞,15,0,2584,584,5828,4045,17823,8383,29419,27692,17138,15421,10343,11907,9631,9227,11424,8871,11767,10053,10011,9082,11432,9390,14609,11832,18088,14366,26177,21942,10607,14524,7209,9393,6244,8323,4789,7781,2294,5352,473,2088,0,0,0,0,0,0
2023-11,6호선,2629,삼각지,5,1,1548,782,3333,6521,9050,15755,14710,30035,10886,14306,8328,9801,9131,9481,10205,9593,11658,9601,12177,8672,14819,9584,17574,9923,24865,12699,31704,16859,13577,10547,11004,7438,10974,6880,8823,7237,4754,4964,745,1386,0,2,0,0,0,0
2023-11,6호선,2630,녹사평(용산구청),29,0,1117,539,2043,4879,5336,8558,8021,18494,6708,10220,5124,7404,5477,7005,6242,8537,6960,8941,6710,8527,8665,9587,12658,10135,15150,13067,19749,14858,11847,10104,10689,6112,11419,4969,9122,4510,4625,2667,627,907,0,1,0,0,0,0
2023-11,6호선,2631,이태원,153,0,8140,1248,7752,7758,10365,11941,14248,31075,12343,28190,10406,19589,11543,16971,13706,18844,15187,20032,17644,19338,21728,20631,27919,24698,33108,29604,39892,36922,28942,29414,25046,21297,25357,17843,23249,15955,14807,12380,2341,4636,0,0,0,0,0,0
2023-11,6호선,2632,한강진,14,0,834,742,1592,9291,3511,22346,5870,43416,5566,30716,4068,21535,5387,19865,7410,20289,9490,25757,12686,21751,18638,22842,27457,24022,39816,24053,46234,26162,29562,12435,24376,4394,19745,3527,25080,3038,4837,2398,479,1502,0,161,0,0,0,0
2023-11,6호선,2633,버티고개,0,0,867,417,1786,1451,5580,2803,8604,5518,5576,3461,4040,2542,3387,2191,3362,2509,3143,3015,2860,3183,3366,3753,3444,4199,4776,5209,6461,7283,3286,5507,2151,3563,1566,3515,1347,3139,570,2062,113,617,0,36,0,0,0,0
2023-11,6호선,2634,약수,1,0,1268,284,1935,2520,4905,5962,8767,17008,6489,9890,5160,5808,5151,5399,5895,5072,5910,5539,6074,5120,6648,6302,7332,6486,10438,8522,14265,10185,7307,5917,5678,3623,5846,3352,4543,2789,2176,1746,448,654,0,0,0,0,0,0
2023-11,6호선,2635,청구,5,0,2204,467,2679,3001,7879,6783,11242,23409,6955,12549,4762,4710,4798,4098,4501,4190,4840,4766,4997,4458,5217,5138,7024,6002,8071,6733,14686,8276,8529,5479,5183,3689,4299,3410,3245,3400,1613,2026,318,768,0,2,0,0,0,0
2023-11,6호선,2636,신당,150,2,5893,1295,5332,7542,8307,14801,13201,37908,10114,23838,8643,14485,10929,11972,13450,10871,12915,11438,12660,10361,15340,9795,18444,11933,22620,15488,27992,21093,16917,21510,15368,11686,15761,8827,17045,9083,7621,9726,1703,2655,0,8,0,0,0,0
2023-11,6호선,2637,동묘앞,173,1,4874,897,5318,4508,10398,8006,15929,22920,12326,18514,11204,16021,13887,15511,16608,15345,16236,16805,18525,16512,20746,15963,23611,15343,23204,16119,21248,18920,11745,14161,9031,9563,7255,9506,5444,9363,2518,8004,411,2041,2,102,0,0,0,0
2023-11,6호선,2638,창신,8,0,2705,284,5161,2015,15737,5869,18169,6269,9642,4338,5635,3752,4936,3144,4889,3599,4965,4103,3999,3956,4461,4614,6118,5856,5445,7410,5078,9927,3335,8484,3073,4989,1816,4971,1255,4788,676,2911,112,947,0,0,0,0,0,0
2023-11,6호선,2639,보문,13,0,4051,1061,7799,4540,23259,10268,35810,21519,19002,11607,11363,7902,10861,7728,11695,8117,11481,9039,10710,8213,11509,10208,14851,11766,16023,16406,18941,26129,8815,19419,7116,12479,6688,12163,5407,12109,2980,8690,614,3031,0,0,0,0,0,0
2023-11,6호선,2640,안암(고대병원앞),6,0,2055,1480,3426,6655,10009,18659,13582,55761,12238,38507,14423,47161,18288,26409,19051,22364,21428,28545,26709,22266,28043,16827,45909,18342,56679,19907,41332,28385,23754,18766,22416,12521,26377,13177,21269,13236,13660,9531,2477,3583,0,98,0,0,0,0
2023-11,6호선,2641,고려대(종암),30,1,3702,900,7707,5306,21617,13083,29582,32760,16004,17043,11092,17659,11805,11396,13194,11003,15791,14260,14485,12440,14558,11555,24196,14658,29136,17563,24314,29332,12064,20157,10558,12688,12485,11958,8355,11824,3590,8648,723,2571,1,87,0,0,0,0
2023-11,6호선,2642,월곡(동덕여대),22,1,6879,936,13988,3697,42499,8277,52465,31459,26634,19913,17707,17359,17928,14992,18248,14487,19406,16343,19797,15513,18536,17897,24499,23148,24916,28998,28247,45467,14148,34544,10155,19874,9275,17992,5804,16652,2971,11164,565,3409,0,3,0,0,0,0
2023-11,6호선,2643,상월곡(한국과학기술연구원),17,1,5649,543,9565,2125,25644,3715,30982,15154,16054,10162,10587,11872,10354,9123,10047,7454,10443,8513,10431,7495,8554,9274,12636,11202,11708,14576,10362,21342,6550,18657,3939,10501,5661,9889,2772,9539,1477,6562,149,2185,0,1,0,0,0,0
2023-11,6호선,2644,돌곶이,14,0,6819,1397,14869,5338,42485,6190,47780,19016,23637,15267,15557,12395,13518,9318,14883,11334,15729,11670,15401,11545,13455,14463,16283,18109,17683,22718,16152,36059,10497,29245,6431,16499,6296,13866,5313,13909,2538,8912,456,3083,0,1,0,0,0,0
2023-11,6호선,2645,석계,1129,7,8788,1862,19841,5135,51952,8482,58742,17036,31222,12199,20982,11188,17819,13390,19698,14758,18438,16117,16755,16636,16291,20141,17760,27710,18382,35345,16694,56208,11667,44826,8499,25553,7620,22369,6857,21048,3728,13337,764,4511,0,14,0,0,0,0
2023-11,6호선,2646,태릉입구,16,0,4522,1034,7556,3196,19471,4144,24221,10976,12727,8250,9344,6122,8833,9311,9779,7391,8904,8577,8407,9598,8918,9998,9397,12609,9994,16017,9924,26078,6497,20251,5103,11522,4714,10758,3756,10046,2103,7758,461,3616,2,10,0,0,0,0
2023-11,6호선,2647,화랑대(서울여대입구),18,0,7222,1063,22995,3514,63301,8232,61620,20538,29725,14634,18599,10327,16926,10255,18316,9298,17189,11350,15414,10213,17443,12677,21717,16798,23450,24674,18540,38180,8841,33775,5979,19498,4795,17056,3672,16317,1320,11100,207,4026,0,39,0,1,0,0
2023-11,6호선,2648,봉화산(서울의료원),12,0,5903,820,16034,2679,51369,5897,43599,13964,21353,8180,15037,6512,13054,6359,12807,8337,11612,10184,10172,9957,9765,13327,11261,16560,12866,22169,11246,32755,5701,31317,3976,17318,3640,14596,2877,14573,1154,8566,195,3169,2,253,0,0,0,0
2023-11,6호선,2649,신내,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-11,7호선,2711,장암,3,0,2137,215,8266,1611,20310,1431,11443,1442,4893,1723,2629,1708,2174,2178,2536,2302,2560,1630,3151,1286,3333,1333,3481,1760,3436,2484,2820,4037,1489,3694,987,2150,651,1076,464,1123,144,626,19,313,0,0,0,0,0,0
2023-11,7호선,2712,도봉산,83,6,6056,979,18570,4963,53278,8686,44634,16657,23213,16293,13795,14786,12136,12252,12674,12876,12060,13322,12151,12491,13347,14869,15090,18384,13385,23777,12113,38970,5389,39655,3662,23779,2656,19692,2550,17514,780,11408,133,4733,0,199,0,0,0,0
2023-11,7호선,2713,수락산,104,10,9830,698,22453,5181,49709,8433,52020,17529,30228,15581,20890,14661,19419,14088,20117,16096,19903,15570,19288,15348,19556,19603,19942,23858,19823,30840,17962,43276,10768,43324,7789,25750,6071,21096,4067,18020,2184,12683,286,4395,0,7,0,0,0,0
2023-11,7호선,2714,마들,15,2,11464,1379,27433,3279,67246,8600,67458,12623,34169,10433,22754,9697,20421,10789,22344,12252,18473,14099,15752,16039,16747,19577,16195,24749,14306,31676,12769,49394,7674,49298,5609,27208,3835,22933,3052,20401,1271,14480,216,4314,0,0,0,0,0,0
2023-11,7호선,2715,노원,65,2,8238,2659,16411,7569,40687,15790,44799,47158,30952,43079,27863,31802,30672,31270,34895,34225,35026,37757,36803,36070,41368,39033,44232,42174,46086,49675,48293,64318,31025,52034,29331,25089,23149,20683,21023,17647,8421,12265,1537,4005,1,1,0,0,0,0
2023-11,7호선,2716,중계,13,3,9765,2105,25741,5241,66532,17302,68942,30320,36881,15975,24978,12574,22559,14258,25035,15880,22171,16137,19385,16283,20261,19598,23408,23403,23636,32838,18536,49363,10408,49591,7873,27453,8365,23220,6629,21160,2952,12954,425,4205,0,0,0,0,0,0
2023-11,7호선,2717,하계,75,1,8450,1657,27663,7058,71969,16983,76067,30178,42586,23451,30247,17887,28428,19076,30145,22803,28741,27625,26901,24748,31096,28399,34931,32070,35287,40804,27942,61367,15218,57494,14202,32136,11665,27271,8700,26063,2891,17304,512,5519,0,0,0,0,0,0
2023-11,7호선,2718,공릉(서울과학기술대),18,0,6702,995,15037,4377,38586,12011,45460,27406,25404,20200,18705,14841,18539,12988,21354,15717,21043,18275,18583,16487,19989,19211,22801,22979,26429,29650,25089,43793,13733,37197,11293,20828,11390,17819,9517,17985,4854,12026,951,4345,0,0,0,0,0,0
2023-11,7호선,2719,태릉입구,134,1,8436,1242,9265,4832,23127,8425,29077,21879,18490,15529,12742,10743,12114,13448,15052,11090,14214,12062,14427,12037,16786,12864,18759,15741,21624,19523,22126,26795,12631,23464,9318,14563,8493,12284,7059,12494,2996,7425,557,3366,0,1225,0,0,0,0
2023-11,7호선,2720,먹골,10,0,8115,636,14179,3125,37263,6313,47165,16563,26168,11078,17171,9193,15856,9781,16356,11156,15387,12321,13845,12817,13924,16929,14755,21582,15571,27366,16441,39524,10461,34044,7603,20631,6235,17271,4590,15829,2016,9952,478,2982,0,166,0,0,0,0
2023-11,7호선,2721,중화,70,1,9122,1270,15999,6140,38847,8666,49022,22946,28062,11379,16492,9604,15016,9820,15922,11383,14998,11741,13367,13312,13744,16707,16860,21092,18499,25716,18913,38813,11031,33989,7555,20384,6328,17557,4506,16422,2040,9872,347,3241,0,85,0,0,0,0
2023-11,7호선,2722,상봉(시외버스터미널),424,10,11284,1652,20883,8072,57605,12657,78202,29606,39715,19774,23529,15161,21088,16274,23449,18081,22618,19718,21322,19934,22033,22689,26766,30122,30001,41625,32448,66703,22471,56782,17183,31817,16289,25635,12917,25052,6749,15562,1172,7329,4,114,0,0,0,0
2023-11,7호선,2723,면목,80,0,13732,799,23697,5483,57837,8883,75470,32702,42313,19404,24908,16810,21691,13927,23456,17593,21348,19319,19164,18561,21091,23951,27993,31706,24111,37448,21437,55787,15590,49375,9789,28709,7950,25102,5771,23452,2665,13389,480,4753,0,9,0,0,0,0
2023-11,7호선,2724,사가정,18,0,11686,1685,23772,7258,58037,11520,74709,27694,43133,17972,27065,15759,23599,15806,25057,18541,22788,20620,20980,21280,21900,27358,24619,33478,25523,43062,24941,67138,17704,52996,12554,31121,10507,27216,8062,23603,4019,13017,695,4469,0,0,0,0,0,0
2023-11,7호선,2725,용마산(용마폭포공원),13,1,4922,673,10949,2180,24830,4105,31153,10125,17311,6142,9916,5556,8152,4775,8354,6298,8045,6706,6768,6954,6817,9380,8349,11573,7811,15196,7605,22828,5025,18962,2924,11730,2370,10792,1739,9490,1008,5773,151,2098,0,0,0,0,0,0
2023-11,7호선,2726,중곡,10,0,6634,588,13586,4191,32798,17219,47567,31320,29980,16458,17724,10182,15490,9001,15935,10889,15419,11942,13865,12169,14672,15988,21173,18747,22875,23745,24089,35162,12118,28994,7808,17595,7287,16230,5401,14145,1886,8323,347,2957,0,0,0,0,0,0
2023-11,7호선,2727,군자(능동),35,0,9745,919,14859,6154,39357,10425,61393,29458,41165,19749,23342,12464,19737,11680,20053,12256,20268,14143,19124,15019,19179,18342,22222,21971,28614,29825,35806,44589,20384,35020,17051,21191,16343,18944,12845,16338,7034,9809,1357,3864,0,49,0,0,0,0
2023-11,7호선,2728,어린이대공원(세종대),19,1,3475,858,8000,7587,21025,19550,35305,72872,25904,44122,18683,50092,24476,35526,22133,29824,25041,33564,30760,26907,32573,21902,47917,22652,57499,26343,51172,35974,27161,26230,22304,16852,23283,15642,18874,15391,10476,11161,2072,3248,0,2,0,0,0,0
2023-11,7호선,2729,건대입구,50,0,4468,1068,5384,8634,14003,20313,20648,43114,17044,31357,15134,28777,18151,23291,19043,25575,20888,27532,24750,23980,29766,23104,35828,25093,43874,32104,37307,42814,27592,26845,28524,15070,24109,12881,21216,12147,10648,6518,1880,3237,1,220,0,0,0,0
2023-11,7호선,2730,뚝섬유원지,6,0,5329,610,10329,3788,23937,6879,33420,13965,22481,9421,12970,7175,10471,7351,10252,8840,10201,10026,10085,11358,10865,13336,12553,16582,14335,21748,15071,30430,9768,21996,8091,13843,7820,13274,5772,11691,3105,5813,457,1908,0,0,0,0,0,0
2023-11,7호선,2731,청담,31,0,2334,4569,6544,33151,11639,64885,15832,149354,13361,100416,13080,37649,16551,22718,19200,22366,19690,23693,24492,21390,32107,18755,45976,19883,74727,22002,114111,23236,55733,16154,31865,9592,28986,9060,22883,7144,5988,3907,815,2541,0,0,0,0,0,0
2023-11,7호선,2732,강남구청,29,1,1835,2018,4104,18778,7501,36446,10276,106811,9453,108667,9607,45145,11862,24435,14072,22223,17339,23738,21841,19769,28287,17869,34878,18292,54456,20952,92489,22259,55834,13856,34619,8636,33082,6744,23762,5558,9409,3862,1651,1820,0,1,0,0,0,0
2023-11,7호선,2733,학동,3,0,1934,1074,4601,25832,9103,57480,12233,182771,11933,148026,11581,61493,14869,30333,19332,24692,22185,29695,28337,23893,36753,19734,48951,20104,93435,23039,167978,22670,79572,13714,40600,8497,36206,7102,25898,5513,10362,3591,1723,1376,0,0,0,0,0,0
2023-11,7호선,2734,논현,25,0,2708,1213,4201,16424,9161,42232,14029,104535,11667,90742,11103,35169,12683,21696,14512,19919,16443,21320,21088,20211,25546,19320,32390,21181,62380,26694,99086,33204,52257,18782,34667,10729,35767,9172,31913,7338,15999,4909,3032,2505,0,0,0,0,0,0
2023-11,7호선,2735,반포,0,0,1071,1430,2919,15799,8351,13472,12772,19993,9057,16566,7028,10153,6884,10244,8224,9979,8774,10223,10090,8861,12223,9135,21179,9930,20006,10617,18115,12502,12377,7529,9871,4831,10057,4194,6534,4023,2091,2324,293,770,0,0,0,0,0,0
2023-11,7호선,2736,고속터미널,42,10,1172,2950,3450,21814,11581,38852,19252,52767,25669,39829,25476,31014,27341,27880,28131,25630,29194,29157,31120,25384,39365,21576,44033,22939,59461,25341,53404,26778,36133,16601,38884,9332,35798,9001,24644,5489,8420,3053,782,752,0,5,0,0,0,0
2023-11,7호선,2737,내방,11,0,2377,1792,8153,11459,19855,26547,29552,86280,22734,50752,16621,21901,18230,16015,17832,17768,19610,18550,20090,16735,23200,18062,27124,19536,44509,25914,72607,34349,27991,21695,19503,13571,18362,11780,12797,9676,4665,6143,749,2956,0,233,0,0,0,0
2023-11,7호선,2738,이수,29,2,5161,1200,9757,9352,29109,15076,46139,43829,30917,29682,20266,20736,19616,19396,21965,19422,23625,21862,23446,21314,25164,24942,28459,29406,34196,41449,43872,59688,25255,38280,24022,20788,26992,17002,23508,14783,12115,9098,2059,2992,0,30,0,0,0,0
2023-11,7호선,2739,남성,20,0,6674,846,14814,3467,40839,6712,60455,16847,36361,13471,20686,11369,17517,12589,18495,11887,17927,13599,14815,14128,14715,18929,16163,21898,15867,29190,15687,46717,9445,33005,7957,20824,7609,18273,5628,16784,2341,10357,386,3441,0,1,0,0,0,0
2023-11,7호선,2740,숭실대입구(살피재),10,0,6409,946,13284,3885,40225,8178,53305,35114,33852,23141,21865,36575,20874,24928,20769,19066,23422,25125,25495,23155,23952,20861,37916,26738,39940,34046,27086,51685,16463,37529,14486,23219,16021,21584,12798,19977,7152,14581,1373,4544,0,1,0,0,0,0
2023-11,7호선,2741,상도,6,1,5575,1520,13330,4820,36894,8988,47492,27365,30954,17594,18561,20180,16690,17669,20749,18650,18235,16483,17696,18337,19824,17206,25228,21080,26462,29085,25683,46043,13083,31027,11727,20395,12741,18509,9355,17208,5173,12505,1045,3619,0,0,0,0,0,0
2023-11,7호선,2742,장승배기,21,1,6156,1811,11485,7692,28127,7976,42627,16645,26517,11824,15505,9647,13889,9782,14334,10890,14562,12286,12893,12207,13126,14861,15672,18308,16072,22072,15509,34118,8101,24178,6519,14895,6010,14016,4563,12360,1990,8250,425,2918,0,0,0,0,0,0
2023-11,7호선,2743,신대방삼거리,35,3,10608,771,19533,4825,54500,9244,79614,19392,45294,15513,25961,12911,21713,13086,23046,15097,21231,17190,18930,17875,18586,23010,21253,27968,20284,38535,21282,63758,11692,46939,9857,28296,8594,26108,7071,22677,3427,14826,685,5510,0,0,0,0,0,0
2023-11,7호선,2744,보라매,18,0,3972,714,7112,2969,18360,8981,27237,22758,16053,10931,9956,8030,9250,7682,10272,8922,9656,8863,9839,8753,9760,9901,12001,12402,14575,17449,18697,25226,8055,18037,6856,10865,6198,10289,4940,9027,1922,5961,340,2221,0,28,0,0,0,0
2023-11,7호선,2745,신풍,314,9,14533,1862,15950,7009,41017,11792,51756,21424,29842,12736,17043,10588,15298,10673,16527,10972,15342,12154,13762,12634,14966,16344,18011,20896,18436,29543,18180,42017,10387,29593,7463,17881,6779,17204,4836,15091,2037,8376,386,2885,5,422,0,0,0,0
2023-11,7호선,2746,대림(구로구청),30,0,13216,781,8353,4173,16188,7515,23706,19931,17094,14327,13124,17249,13169,18632,14925,15904,16240,16127,17052,15517,18246,16193,18996,18988,20171,24927,19678,25476,13228,16116,10117,11233,8117,12961,6446,10690,3163,4844,417,1389,0,0,0,0,0,0
2023-11,7호선,2747,남구로,224,4,18383,1583,15728,9244,30364,33224,35895,97874,24182,47014,15693,20081,14194,15062,15746,14358,15261,15283,14907,13978,17552,17035,22088,24656,47645,32506,75333,33154,31269,23034,17161,15136,12184,16727,7524,14608,3368,7367,574,2058,0,0,0,0,0,0
2023-11,7호선,2748,가산디지털단지,714,4,7521,6112,10453,32954,24539,144180,29029,404029,20688,227497,18561,65282,23711,36030,30718,35010,35515,36863,42418,31194,55146,28799,83048,27738,226716,31649,322103,37969,125089,26398,70678,15964,53791,13415,29476,11775,12524,8254,1584,3014,0,0,0,0,0,0
2023-11,7호선,2749,철산,26,1,10463,5022,31861,12390,89788,16905,90677,34091,52232,26827,32917,19739,29171,19299,30342,21554,27238,24733,24927,25512,26490,31876,32539,40746,36173,60603,37623,94887,20665,73761,17854,39282,17301,35433,14475,31227,6606,19233,1194,5758,0,0,0,0,0,0
2023-11,7호선,2750,광명사거리,205,0,20268,6785,29969,11425,76830,16785,88029,25752,46220,22370,29862,23016,28274,25497,30455,27427,30729,30309,29337,30672,30736,36709,35859,40836,36732,53185,31902,78700,20365,60166,14371,32942,11012,28206,8483,24299,3391,14997,599,4501,1,30,0,0,0,0
2023-11,7호선,2751,천왕,27,0,8670,1041,19633,5499,56781,9598,62544,18323,33878,8752,18959,7430,15300,8308,15793,10981,14355,11788,12976,13558,13110,16891,16167,21650,15660,31789,14670,49842,6970,38538,5301,21673,4342,18659,3013,16125,1211,10367,260,2990,0,218,0,0,0,0
2023-11,7호선,2752,온수(성공회대입구),116,0,8644,765,19242,3580,47787,10367,55720,21980,24389,14390,13288,7901,11670,8131,12853,8918,11728,10160,10902,10404,12754,11952,18693,15007,17391,22970,14727,41874,6304,31178,5010,18232,4844,15013,2967,13620,1819,9002,291,4682,2,1068,0,0,0,0
2023-11,7호선,2757,부천시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11,8호선,2811,암사,30,0,15407,733,30562,4909,85018,8566,110512,19194,55219,13909,30317,12069,25201,13757,25952,16422,23981,18505,20108,21235,19480,26605,21237,34246,23031,47076,21765,76004,12518,59341,9801,33728,7409,28900,5064,29439,2178,15278,418,4350,0,577,0,0,0,0
2023-11,8호선,2812,천호(풍납토성),88,2,10553,1664,16891,12899,43797,15518,60821,31027,34703,24433,20815,18645,19689,19046,21303,20791,20921,23579,20712,24729,22669,29831,26556,34250,31056,47818,32172,71599,19805,46853,16773,28112,13098,24773,9266,21390,4439,11995,1035,4068,0,212,0,0,0,0
2023-11,8호선,2813,강동구청,10,1,5233,902,12181,5923,32904,15006,43990,33966,26016,15780,16533,11203,14691,10409,14607,11637,14602,14102,14058,13628,14557,16557,17423,19859,21359,24922,27231,38817,10633,26370,7715,17320,7052,16271,4944,13525,1761,7611,430,2390,0,5,0,0,0,0
