사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2023-11,9호선2~3단계,4137,둔촌오륜,27539,25263,7582,8085
2023-11,9호선2~3단계,4138,중앙보훈병원,262235,223427,83490,81212
2023-11,우이신설선,4701,북한산우이,63592,55093,35854,37495
2023-11,우이신설선,4702,솔밭공원,49133,43190,30563,31625
2023-11,우이신설선,4703,4.19민주묘지,78629,77086,36601,32637
2023-11,우이신설선,4704,가오리,76179,73696,53440,55057
2023-11,우이신설선,4705,화계,60530,54507,46375,47131
2023-11,우이신설선,4706,삼양,32331,32500,28138,31034
2023-11,우이신설선,4707,삼양사거리,38999,39497,37639,37565
2023-11,우이신설선,4708,솔샘,136371,123837,42197,44012
2023-11,우이신설선,4709,북한산보국문,153854,143359,46514,46012
2023-11,우이신설선,4710,정릉,100886,89775,49443,46423
2023-11,우이신설선,4711,성신여대입구(돈암),76900,90351,31000,30462
2023-11,우이신설선,4712,보문,32835,33079,16254,15740
2023-11,우이신설선,4713,신설동,37126,36993,34416,29198
2023-11,신림선,4401,샛강,64150,77756,15255,14521
2023-11,신림선,4402,대방,69133,51207,17595,14637
2023-11,신림선,4403,서울지방병무청,63729,68443,23821,26149
2023-11,신림선,4404,보라매,91158,84553,23205,20627
2023-11,신림선,4405,보라매공원,44496,48475,16196,17611
2023-11,신림선,4406,보라매병원,153221,160648,52989,51974
2023-11,신림선,4407,당곡,97670,94152,36477,36516
2023-11,신림선,4408,신림,35127,51633,15737,18935
2023-11,신림선,4409,서원,77894,65471,24415,23875
2023-11,신림선,4410,서울대벤처타운,217023,193997,65142,64578
2023-11,신림선,4411,관악산(서울대),58912,63597,29703,30296
